name,description,clean_text,tags,views,comments
Sandi Toksvig: A political party for women's equality,"Women's equality won't just happen -- not unless more women are put in positions of power, says Sandi Toksvig. In a disarmingly hilarious talk, Toksvig tells the story of how she helped start a new political party in Britain, the Women's Equality Party, with the express purpose of putting equality on the ballot. Now she hopes people around the world will copy her party's model and mobilize for equality.","['woman', 'equality', 'will', 'happen', 'woman', 'position', 'power', 'say', 'sandi', 'toksvig', 'disarmingly', 'hilarious', 'talk', 'toksvig', 'tell', 'story', 'help', 'start', 'new', 'political', 'party', 'britain', 'women', 'equality', 'party', 'express', 'purpose', 'put', 'equality', 'ballot', 'hop', 'people', 'world', 'copy', 'party', 'model', 'mobilize', 'equality']","['Gender equality', 'activism', 'feminism', 'global issues', 'government', 'history', 'inequality', 'motivation', 'personal growth', 'politics', 'social change', 'society', 'women']",799891,71
Juan Enriquez: What will humans look like in 100 years?,"We can evolve bacteria, plants and animals -- futurist Juan Enriquez asks: Is it ethical to evolve the human body? In a visionary talk that ranges from medieval prosthetics to present day neuroengineering and genetics, Enriquez sorts out the ethics associated with evolving humans and imagines the ways we'll have to transform our own bodies if we hope to explore and live in places other than Earth.","['evolve', 'bacteria', 'plant', 'animal', 'futurist', 'juan', 'enriquez', 'ask', 'ethical', 'evolve', 'human', 'body', 'visionary', 'talk', 'range', 'medieval', 'prosthetic', 'present', 'day', 'neuroengineering', 'genetic', 'enriquez', 'sort', 'ethic', 'associate', 'evolve', 'human', 'imago', 'way', 'transform', 'body', 'hope', 'explore', 'live', 'place', 'earth']","['DNA', 'Human body', 'aging', 'bacteria', 'biology', 'biotech', 'brain', 'chemistry', 'collaboration', 'engineering', 'evolution', 'future', 'genetics', 'humanity', 'innovation', 'invention', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'society', 'technology']",2595890,93
Adam Galinsky: How to speak up for yourself,"Speaking up is hard to do, even when you know you should. Learn how to assert yourself, navigate tricky social situations and expand your personal power with sage guidance from social psychologist Adam Galinsky.","['speak', 'hard', 'know', 'learn', 'assert', 'navigate', 'tricky', 'social', 'situation', 'expand', 'personal', 'power', 'sage', 'guidance', 'social', 'psychologist', 'adam', 'galinsky']","['TEDx', 'business', 'communication', 'decision-making', 'empathy', 'identity', 'leadership', 'motivation', 'personal growth', 'personality', 'relationships', 'society', 'women in business', 'work']",3225186,69
Joe Lassiter: We need nuclear power to solve climate change,"Joe Lassiter is a deep thinker and straight talker focused on developing clean, secure and carbon-neutral supplies of reliable, low-cost energy. His analysis of the world's energy realities puts a powerful lens on the stubbornly touchy issue of nuclear power, including new designs for plants that can compete economically with fossil fuels. We have the potential to make nuclear safer and cheaper than it's been in the past, Lassiter says. Now we have to make the choice to pursue it.","['joe', 'lassiter', 'deep', 'thinker', 'straight', 'talker', 'focus', 'develop', 'clean', 'secure', 'carbon', 'neutral', 'supply', 'reliable', 'low', 'cost', 'energy', 'analysis', 'world', 'energy', 'reality', 'put', 'powerful', 'lens', 'stubbornly', 'touchy', 'issue', 'nuclear', 'power', 'include', 'new', 'design', 'plant', 'compete', 'economically', 'fossil', 'fuel', 'potential', 'nuclear', 'safe', 'cheap', 'past', 'lassiter', 'say', 'choice', 'pursue']","['alternative energy', 'choice', 'climate change', 'engineering', 'global issues', 'innovation', 'nuclear energy', 'pollution', 'potential', 'resources', 'science', 'society']",1070583,291
"Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter","Born out of a social media post, the Black Lives Matter movement has sparked discussion about race and inequality across the world. In this spirited conversation with Mia Birdsong, the movement's three founders share what they've learned about leadership and what provides them with hope and inspiration in the face of painful realities. Their advice on how to participate in ensuring freedom for everybody: join something, start something and ""sharpen each other, so that we all can rise.""","['bear', 'social', 'medium', 'post', 'black', 'life', 'matter', 'movement', 'spark', 'discussion', 'race', 'inequality', 'world', 'spirited', 'conversation', 'mia', 'birdsong', 'movement', 'founder', 'share', 'learn', 'leadership', 'provide', 'hope', 'inspiration', 'face', 'painful', 'reality', 'advice', 'participate', 'ensure', 'freedom', 'everybody', 'join', 'start', 'sharpen', 'rise']","['Africa', 'Gender equality', 'activism', 'collaboration', 'communication', 'community', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'media', 'poverty', 'race', 'social change', 'social media', 'society']",782276,99
Danny Dorling: Maps that show us who we are (not just where we are),"What does the world look like when you map it using data? Social geographer Danny Dorling invites us to see the world anew, with his captivating and insightful maps that show Earth as it truly is -- a connected, ever-changing and fascinating place in which we all belong. You'll never look at a map the same way again.","['world', 'look', 'like', 'map', 'datum', 'social', 'geographer', 'danny', 'dorling', 'invite', 'world', 'anew', 'captivating', 'insightful', 'map', 'earth', 'truly', 'connected', 'change', 'fascinating', 'place', 'belong', 'look', 'map', 'way']","['TEDx', 'data', 'economics', 'global development', 'humanity', 'map', 'population', 'visualizations']",1384978,43
Ryan Gravel: How an old loop of railroads is changing the face of a city,"Urban planner Ryan Gravel shares the story of how his hometown of Atlanta, Georgia, rallied to build a massive urban park that will transform an abandoned railroad track into 22 miles of public green space called the Atlanta BeltLine. The places we live aren't inevitable, he says -- and if we want something different, we need to speak up.","['urban', 'planner', 'ryan', 'gravel', 'share', 'story', 'hometown', 'atlanta', 'georgia', 'rally', 'build', 'massive', 'urban', 'park', 'transform', 'abandon', 'railroad', 'track', '22', 'mile', 'public', 'green', 'space', 'call', 'atlanta', 'beltline', 'place', 'live', 'inevitable', 'say', 'want', 'different', 'need', 'speak']","['TEDNYC', 'cities', 'design', 'environment', 'garden', 'infrastructure', 'urban planning']",825412,13
Kate Adams: 4 larger-than-life lessons from soap operas,"Soap operas and telenovelas may be (ahem) overdramatic, but as Kate Adams shows us, their exaggerated stories and characters often cast light on the problems of real life. In this sparkling, funny talk, Adams, a former assistant casting director for ""As the World Turns,"" share four lessons for life and business that we can learn from melodramas.","['soap', 'opera', 'telenovelas', 'ahem', 'overdramatic', 'kate', 'adams', 'show', 'exaggerated', 'story', 'character', 'cast', 'light', 'problem', 'real', 'life', 'sparkling', 'funny', 'talk', 'adams', 'assistant', 'cast', 'director', 'world', 'turn', 'share', 'lesson', 'life', 'business', 'learn', 'melodrama']","['business', 'personal growth', 'storytelling', 'television']",1381604,65
Tiq Milan and Kim Katrin Milan: A queer vision of love and marriage,"Love is a tool for revolutionary change and a path toward inclusivity and understanding for the LGBTQ+ community. Married activists Tiq and Kim Katrin Milan have imagined their marriage -- as a transgender man and cis woman -- a model of possibility for people of every kind. With infectious joy, Tiq and Kim question our misconceptions about who they might be and offer a vision of an inclusive, challenging love that grows day by day.","['love', 'tool', 'revolutionary', 'change', 'path', 'inclusivity', 'understanding', 'lgbtq+', 'community', 'married', 'activist', 'tiq', 'kim', 'katrin', 'milan', 'imagine', 'marriage', 'transgender', 'man', 'cis', 'woman', 'model', 'possibility', 'people', 'kind', 'infectious', 'joy', 'tiq', 'kim', 'question', 'misconception', 'offer', 'vision', 'inclusive', 'challenge', 'love', 'grow', 'day', 'day']","['Gender equality', 'Gender spectrum', 'LGBT', 'Transgender', 'activism', 'art', 'beauty', 'collaboration', 'compassion', 'family', 'feminism', 'gender', 'happiness', 'humanity', 'identity', 'inequality', 'poetry', 'relationships', 'social change', 'society', 'women', 'writing']",1172873,53
Natalie Panek: Let's clean up the space junk orbiting Earth,"Our lives depend on a world we can't see: the satellite infrastructure we use every day for information, entertainment, communication and so much more. But Earth orbit isn't a limitless resource, and the problem of space debris will get worse without a significant change to our behavior. Natalie Panek challenges us to consider the environmental impact of the satellites we rely on. Our orbital environment is breathtakingly beautiful and our gateway to exploration, she says. It's up to us to keep it that way.","['life', 'depend', 'world', 'satellite', 'infrastructure', 'use', 'day', 'information', 'entertainment', 'communication', 'earth', 'orbit', 'limitless', 'resource', 'problem', 'space', 'debris', 'bad', 'significant', 'change', 'behavior', 'natalie', 'panek', 'challenge', 'consider', 'environmental', 'impact', 'satellite', 'rely', 'orbital', 'environment', 'breathtakingly', 'beautiful', 'gateway', 'exploration', 'say', 'way']","['TEDx', 'communication', 'engineering', 'environment', 'exploration', 'rocket science', 'science', 'technology']",962489,40
Jia Jiang: What I learned from 100 days of rejection,"Jia Jiang adventures boldly into a territory so many of us fear: rejection. By seeking out rejection for 100 days -- from asking a stranger to borrow $100 to requesting a ""burger refill"" at a restaurant -- Jiang desensitized himself to the pain and shame that rejection often brings and, in the process, discovered that simply asking for what you want can open up possibilities where you expect to find dead ends.","['jia', 'jiang', 'adventure', 'boldly', 'territory', 'fear', 'rejection', 'seek', 'rejection', '100', 'day', 'ask', 'stranger', 'borrow', '$', '100', 'request', 'burger', 'refill', 'restaurant', 'jiang', 'desensitize', 'pain', 'shame', 'rejection', 'bring', 'process', 'discover', 'simply', 'ask', 'want', 'open', 'possibility', 'expect', 'find', 'dead', 'end']","['TEDx', 'adventure', 'creativity', 'curiosity', 'entrepreneur', 'failure', 'fear', 'goal-setting', 'humanity', 'innovation', 'life', 'motivation', 'personal growth', 'sociology', 'teaching']",3464767,79
Elizabeth Lesser: Say your truths and seek them in others,"In a lyrical, unexpectedly funny talk about heavy topics such as frayed relationships and the death of a loved one, Elizabeth Lesser describes the healing process of putting aside pride and defensiveness to make way for soul-baring and truth-telling. ""You don't have to wait for a life-or-death situation to clean up the relationships that matter to you,"" she says. ""Be like a new kind of first responder ... the one to take the first courageous step toward the other.""","['lyrical', 'unexpectedly', 'funny', 'talk', 'heavy', 'topic', 'fray', 'relationship', 'death', 'love', 'elizabeth', 'lesser', 'describe', 'healing', 'process', 'put', 'aside', 'pride', 'defensiveness', 'way', 'soul', 'baring', 'truth', 'telling', 'wait', 'life', 'death', 'situation', 'clean', 'relationship', 'matter', 'say', 'like', 'new', 'kind', 'responder', 'courageous', 'step']","['aging', 'communication', 'compassion', 'death', 'empathy', 'family', 'health', 'humanity', 'life', 'relationships', 'vulnerability']",1290086,42
Veerle Provoost: Do kids think of sperm donors as family?,"How do we define a parent -- or a family? Bioethicist Veerle Provoost explores these questions in the context of non-traditional families, ones brought together by adoption, second marriages, surrogate mothers and sperm donations. In this talk, she shares stories of how parents and children create their own family narratives.","['define', 'parent', 'family', 'bioethicist', 'veerle', 'provoost', 'explore', 'question', 'context', 'non', 'traditional', 'family', 'one', 'bring', 'adoption', 'second', 'marriage', 'surrogate', 'mother', 'sperm', 'donation', 'talk', 'share', 'story', 'parent', 'child', 'create', 'family', 'narrative']","['Bioethics', 'TEDx', 'biology', 'children', 'communication', 'creativity', 'family', 'genetics', 'humanity', 'identity', 'parenting']",1026629,44
Kevin B. Jones: Why curiosity is the key to science and medicine,"Science is a learning process that involves experimentation, failure and revision -- and the science of medicine is no exception. Cancer researcher Kevin B. Jones faces the deep unknowns about surgery and medical care with a simple answer: honesty. In a thoughtful talk about the nature of knowledge, Jones shows how science is at its best when scientists humbly admit what they do not yet understand.","['science', 'learning', 'process', 'involve', 'experimentation', 'failure', 'revision', 'science', 'medicine', 'exception', 'cancer', 'researcher', 'kevin', 'b.', 'jones', 'face', 'deep', 'unknown', 'surgery', 'medical', 'care', 'simple', 'answer', 'honesty', 'thoughtful', 'talk', 'nature', 'knowledge', 'jones', 'show', 'science', 'good', 'scientist', 'humbly', 'admit', 'understand']","['TEDx', 'cancer', 'collaboration', 'communication', 'death', 'health', 'health care', 'humanity', 'illness', 'life', 'medical research', 'medicine', 'science']",888652,34
Kevin Kelly: How AI can bring on a second Industrial Revolution,"""The actual path of a raindrop as it goes down the valley is unpredictable, but the general direction is inevitable,"" says digital visionary Kevin Kelly -- and technology is much the same, driven by patterns that are surprising but inevitable. Over the next 20 years, he says, our penchant for making things smarter and smarter will have a profound impact on nearly everything we do. Kelly explores three trends in AI we need to understand in order to embrace it and steer its development. ""The most popular AI product 20 years from now that everyone uses has not been invented yet,"" Kelly says. ""That means that you're not late.""","['actual', 'path', 'raindrop', 'go', 'valley', 'unpredictable', 'general', 'direction', 'inevitable', 'say', 'digital', 'visionary', 'kevin', 'kelly', 'technology', 'drive', 'pattern', 'surprising', 'inevitable', '20', 'year', 'say', 'penchant', 'make', 'thing', 'smart', 'smart', 'profound', 'impact', 'nearly', 'kelly', 'explore', 'trend', 'ai', 'need', 'understand', 'order', 'embrace', 'steer', 'development', 'popular', 'ai', 'product', '20', 'year', 'use', 'invent', 'kelly', 'say', 'mean', 'late']","['AI', 'Internet', 'algorithm', 'business', 'collaboration', 'computers', 'data', 'decision-making', 'driverless cars', 'future', 'humanity', 'industrial design', 'innovation', 'intelligence', 'invention', 'machine learning', 'mind', 'robots', 'society', 'technology']",1389133,76
Rebecca Brachman: Could a drug prevent depression and PTSD?,"The path to better medicine is paved with accidental yet revolutionary discoveries. In this well-told tale of how science happens, neuroscientist Rebecca Brachman shares news of a serendipitous breakthrough treatment that may prevent mental disorders like depression and PTSD from ever developing. And listen for an unexpected -- and controversial -- twist. ","['path', 'well', 'medicine', 'pave', 'accidental', 'revolutionary', 'discovery', 'tell', 'tale', 'science', 'happen', 'neuroscientist', 'rebecca', 'brachman', 'share', 'news', 'serendipitous', 'breakthrough', 'treatment', 'prevent', 'mental', 'disorder', 'like', 'depression', 'ptsd', 'develop', 'listen', 'unexpected', 'controversial', 'twist']","['PTSD', 'TEDx', 'brain', 'chemistry', 'depression', 'happiness', 'health', 'health care', 'history', 'humanity', 'illness', 'medical research', 'medicine', 'mental health', 'mind', 'neuroscience', 'pharmaceuticals', 'science']",1173589,85
Dena Simmons: How students of color confront impostor syndrome,"As a black woman from a tough part of the Bronx who grew up to attain all the markers of academic prestige, Dena Simmons knows that for students of color, success in school sometimes comes at the cost of living authentically. Now an educator herself, Simmons discusses how we might create a classroom that makes all students feel proud of who they are. ""Every child deserves an education that guarantees the safety to learn in the comfort of one's own skin,"" she says.","['black', 'woman', 'tough', 'bronx', 'grow', 'attain', 'marker', 'academic', 'prestige', 'dena', 'simmons', 'know', 'student', 'color', 'success', 'school', 'come', 'cost', 'live', 'authentically', 'educator', 'simmons', 'discuss', 'create', 'classroom', 'make', 'student', 'feel', 'proud', 'child', 'deserve', 'education', 'guarantee', 'safety', 'learn', 'comfort', 'skin', 'say']","['children', 'community', 'education', 'family', 'fear', 'identity', 'inequality', 'motivation', 'personal growth', 'race', 'society', 'teaching']",1005451,52
Laura Vanderkam: How to gain control of your free time,"There are 168 hours in each week. How do we find time for what matters most? Time management expert Laura Vanderkam studies how busy people spend their lives, and she's discovered that many of us drastically overestimate our commitments each week, while underestimating the time we have to ourselves. She offers a few practical strategies to help find more time for what matters to us, so we can ""build the lives we want in the time we've got.""","['168', 'hour', 'week', 'find', 'time', 'matter', 'time', 'management', 'expert', 'laura', 'vanderkam', 'study', 'busy', 'people', 'spend', 'life', 'discover', 'drastically', 'overestimate', 'commitment', 'week', 'underestimate', 'time', 'offer', 'practical', 'strategy', 'help', 'find', 'time', 'matter', 'build', 'life', 'want', 'time', 'get']","['choice', 'goal-setting', 'happiness', 'personal growth', 'time', 'work', 'work-life balance']",4864165,90
David Autor: Will automation take away all our jobs?,"Here's a paradox you don't hear much about: despite a century of creating machines to do our work for us, the proportion of adults in the US with a job has consistently gone up for the past 125 years. Why hasn't human labor become redundant and our skills obsolete? In this talk about the future of work, economist David Autor addresses the question of why there are still so many jobs and comes up with a surprising, hopeful answer.","['paradox', 'hear', 'despite', 'century', 'create', 'machine', 'work', 'proportion', 'adult', 'job', 'consistently', 'go', 'past', '125', 'year', 'human', 'labor', 'redundant', 'skill', 'obsolete', 'talk', 'future', 'work', 'economist', 'david', 'autor', 'address', 'question', 'job', 'come', 'surprising', 'hopeful', 'answer']","['TEDx', 'agriculture', 'behavioral economics', 'business', 'collaboration', 'economics', 'farming', 'history', 'humanity', 'innovation', 'manufacturing', 'population', 'productivity', 'social change', 'society', 'technology', 'work']",1232506,135
Chinaka Hodge: What will you tell your daughters about 2016?,"With words like shards of glass, Chinaka Hodge cuts open 2016 and lets 12 months of violence, grief, fear, shame, courage and hope spill out in this original poem about a year none of us will soon forget.","['word', 'like', 'shard', 'glass', 'chinaka', 'hodge', 'cut', 'open', '2016', 'let', '12', 'month', 'violence', 'grief', 'fear', 'shame', 'courage', 'hope', 'spill', 'original', 'poem', 'year', 'soon', 'forget']","['Gender equality', 'children', 'death', 'future', 'history', 'humanity', 'identity', 'inequality', 'media', 'parenting', 'performance', 'performance art', 'poetry', 'social change', 'social media', 'violence', 'women']",1119309,35
Anjali Tripathi: Why Earth may someday look like Mars,"Every minute, 400 pounds of hydrogen and almost 7 pounds of helium escape from Earth's atmosphere into outer space. Astrophysicist Anjali Tripathi studies the phenomenon of atmospheric escape, and in this fascinating and accessible talk, she considers how this process might one day (a few billion years from now) turn our blue planet red.","['minute', '400', 'pound', 'hydrogen', '7', 'pound', 'helium', 'escape', 'earth', 'atmosphere', 'outer', 'space', 'astrophysicist', 'anjali', 'tripathi', 'study', 'phenomenon', 'atmospheric', 'escape', 'fascinating', 'accessible', 'talk', 'consider', 'process', 'day', 'billion', 'year', 'turn', 'blue', 'planet', 'red']","['Mars', 'Planets', 'TEDx', 'astrobiology', 'astronomy', 'biosphere', 'environment', 'future', 'rocket science', 'science', 'solar system', 'technology', 'universe']",975597,40
Sharon Brous: It's time to reclaim religion,"At a moment when the world seems to be spinning out of control, religion might feel irrelevant -- or like part of the problem. But Rabbi Sharon Brous believes we can reinvent religion to meet the needs of modern life. In this impassioned talk, Brous shares four principles of a revitalized religious practice and offers faith of all kinds as a hopeful counter-narrative to the numbing realities of violence, extremism and pessimism.","['moment', 'world', 'spin', 'control', 'religion', 'feel', 'irrelevant', 'like', 'problem', 'rabbi', 'sharon', 'brous', 'believe', 'reinvent', 'religion', 'meet', 'need', 'modern', 'life', 'impassioned', 'talk', 'brous', 'share', 'principle', 'revitalize', 'religious', 'practice', 'offer', 'faith', 'kind', 'hopeful', 'counter', 'narrative', 'numb', 'reality', 'violence', 'extremism', 'pessimism']","['communication', 'community', 'faith', 'humanity', 'identity', 'innovation', 'morality', 'religion', 'social change', 'society', 'teaching', 'violence', 'women']",1219102,240
James Beacham: How we explore unanswered questions in physics,"James Beacham looks for answers to the most important open questions of physics using the biggest science experiment ever mounted, CERN's Large Hadron Collider. In this fun and accessible talk about how science happens, Beacham takes us on a journey through extra-spatial dimensions in search of undiscovered fundamental particles (and an explanation for the mysteries of gravity) and details the drive to keep exploring.","['james', 'beacham', 'look', 'answer', 'important', 'open', 'question', 'physics', 'big', 'science', 'experiment', 'mount', 'cern', 'large', 'hadron', 'collider', 'fun', 'accessible', 'talk', 'science', 'happen', 'beacham', 'take', 'journey', 'extra', 'spatial', 'dimension', 'search', 'undiscovered', 'fundamental', 'particle', 'explanation', 'mystery', 'gravity', 'detail', 'drive', 'explore']","['Nobel prize', 'TEDx', 'collaboration', 'dark matter', 'data', 'discovery', 'engineering', 'exploration', 'future', 'history', 'innovation', 'motivation', 'nature', 'physics', 'science', 'universe']",1430257,53
Adam Grant: Are you a giver or a taker?,"In every workplace, there are three basic kinds of people: givers, takers and matchers. Organizational psychologist Adam Grant breaks down these personalities and offers simple strategies to promote a culture of generosity and keep self-serving employees from taking more than their share.","['workplace', 'basic', 'kind', 'people', 'giver', 'taker', 'matcher', 'organizational', 'psychologist', 'adam', 'grant', 'break', 'personality', 'offer', 'simple', 'strategy', 'promote', 'culture', 'generosity', 'self', 'serve', 'employee', 'take', 'share']","['anthropology', 'behavioral economics', 'business', 'collaboration', 'community', 'leadership', 'motivation', 'personal growth', 'personality', 'psychology', 'self', 'society', 'work']",3535736,76
Erika Gregory: The world doesn't need more nuclear weapons,"Today nine nations collectively control more than 15,000 nuclear weapons, each hundreds of times more powerful than those dropped on Hiroshima and Nagasaki. We don't need more nuclear weapons; we need a new generation to face the unfinished challenge of disarmament started decades ago. Nuclear reformer Erika Gregory calls on today's rising leaders -- those born in a time without Cold War fears and duck-and-cover training -- to pursue an ambitious goal: ridding the world of nuclear weapons by 2045.","['today', 'nation', 'collectively', 'control', '15,000', 'nuclear', 'weapon', 'hundred', 'time', 'powerful', 'drop', 'hiroshima', 'nagasaki', 'need', 'nuclear', 'weapon', 'need', 'new', 'generation', 'face', 'unfinished', 'challenge', 'disarmament', 'start', 'decade', 'ago', 'nuclear', 'reformer', 'erika', 'gregory', 'call', 'today', 'rise', 'leader', 'bear', 'time', 'cold', 'war', 'fear', 'duck', 'cover', 'training', 'pursue', 'ambitious', 'goal', 'rid', 'world', 'nuclear', 'weapon', '2045']","['collaboration', 'fear', 'global issues', 'government', 'history', 'humanity', 'nuclear energy', 'nuclear weapons', 'peace', 'security', 'technology', 'terrorism', 'violence', 'war']",899560,92
Sam Kass: Want kids to learn well? Feed them well,What can we expect our kids to learn if they're hungry or eating diets full of sugar and empty of nutrients? Former White House Chef and food policymaker Sam Kass discusses the role schools can play in nourishing students' bodies in addition to their minds.,"['expect', 'kid', 'learn', 'hungry', 'eat', 'diet', 'sugar', 'nutrient', 'white', 'house', 'chef', 'food', 'policymaker', 'sam', 'kass', 'discuss', 'role', 'school', 'play', 'nourish', 'student', 'body', 'addition', 'mind']","['children', 'community', 'education', 'food', 'health', 'inequality', 'mental health', 'personal growth', 'policy', 'society', 'teaching']",1345520,45
Sofia Jawed-Wessel: The lies we tell pregnant women,"""When we tell women that sex isn't worth the risk during pregnancy, what we're telling her is that her sexual pleasure doesn't matter ... that she in fact doesn't matter,"" says sex researcher Sofia Jawed-Wessel. In this eye-opening talk, Jawed-Wessel mines our views about pregnancy and pleasure to lay bare the relationship between women, sex and systems of power.","['tell', 'woman', 'sex', 'worth', 'risk', 'pregnancy', 'tell', 'sexual', 'pleasure', 'matter', 'fact', 'matter', 'say', 'sex', 'researcher', 'sofia', 'jawed', 'wessel', 'eye', 'opening', 'talk', 'jawed', 'wessel', 'mine', 'view', 'pregnancy', 'pleasure', 'lay', 'bare', 'relationship', 'woman', 'sex', 'system', 'power']","['TEDx', 'children', 'communication', 'family', 'feminism', 'gender', 'health', 'humanity', 'identity', 'parenting', 'sex', 'society', 'teaching', 'women']",1614524,116
Mandy Len Catron: A better way to talk about love,"In love, we fall. We're struck, we're crushed, we swoon. We burn with passion. Love makes us crazy and makes us sick. Our hearts ache, and then they break. Talking about love in this way fundamentally shapes how we experience it, says writer Mandy Len Catron. In this talk for anyone who's ever felt crazy in love, Catron highlights a different metaphor for love that may help us find more joy -- and less suffering -- in it.","['love', 'fall', 'strike', 'crush', 'swoon', 'burn', 'passion', 'love', 'make', 'crazy', 'make', 'sick', 'heart', 'ache', 'break', 'talk', 'love', 'way', 'fundamentally', 'shape', 'experience', 'say', 'writer', 'mandy', 'len', 'catron', 'talk', 'feel', 'crazy', 'love', 'catron', 'highlight', 'different', 'metaphor', 'love', 'help', 'find', 'joy', 'suffering']","['TEDx', 'collaboration', 'communication', 'compassion', 'depression', 'empathy', 'happiness', 'humanity', 'love', 'mental health', 'personality', 'relationships', 'trust', 'writing']",1802516,43
George Tulevski: The next step in nanotechnology,"Nearly every other year the transistors that power silicon computer chip shrink in size by half and double in performance, enabling our devices to become more mobile and accessible. But what happens when these components can't get any smaller? George Tulevski researches the unseen and untapped world of nanomaterials. His current work: developing chemical processes to compel billions of carbon nanotubes to assemble themselves into the patterns needed to build circuits, much the same way natural organisms build intricate, diverse and elegant structures. Could they hold the secret to the next generation of computing?","['nearly', 'year', 'transistor', 'power', 'silicon', 'computer', 'chip', 'shrink', 'size', 'half', 'double', 'performance', 'enable', 'device', 'mobile', 'accessible', 'happen', 'component', 'small', 'george', 'tulevski', 'research', 'unseen', 'untapped', 'world', 'nanomaterial', 'current', 'work', 'develop', 'chemical', 'process', 'compel', 'billion', 'carbon', 'nanotube', 'assemble', 'pattern', 'need', 'build', 'circuit', 'way', 'natural', 'organism', 'build', 'intricate', 'diverse', 'elegant', 'structure', 'hold', 'secret', 'generation', 'computing']","['chemistry', 'computers', 'design', 'engineering', 'future', 'innovation', 'materials', 'nature', 'potential', 'science', 'technology']",1284067,58
Dan Bricklin: Meet the inventor of the electronic spreadsheet,"Dan Bricklin changed the world forever when he codeveloped VisiCalc, the first electronic spreadsheet and grandfather of programs you probably use every day like Microsoft Excel and Google Sheets. Join the software engineer and computing legend as he explores the tangled web of first jobs, daydreams and homework problems that led to his transformational invention.","['dan', 'bricklin', 'change', 'world', 'forever', 'codevelope', 'visicalc', 'electronic', 'spreadsheet', 'grandfather', 'program', 'probably', 'use', 'day', 'like', 'microsoft', 'excel', 'google', 'sheets', 'join', 'software', 'engineer', 'computing', 'legend', 'explore', 'tangled', 'web', 'job', 'daydream', 'homework', 'problem', 'lead', 'transformational', 'invention']","['TEDx', 'business', 'code', 'collaboration', 'computers', 'data', 'design', 'discovery', 'history', 'innovation', 'invention', 'math', 'potential', 'product design', 'productivity', 'technology', 'visualizations', 'work']",992523,18
"Alejandro Sánchez Alvarado: To solve old problems, study new species","Nature is wonderfully abundant, diverse and mysterious -- but biological research today tends to focus on only seven species, including rats, chickens, fruit flies and us. We're studying an astonishingly narrow sliver of life, says biologist Alejandro Sánchez Alvarado, and hoping it'll be enough to solve the oldest, most challenging problems in science, like cancer. In this visually captivating talk, Alvarado calls on us to interrogate the unknown and shows us the remarkable discoveries that surface when we do.","['nature', 'wonderfully', 'abundant', 'diverse', 'mysterious', 'biological', 'research', 'today', 'tend', 'focus', 'seven', 'specie', 'include', 'rat', 'chicken', 'fruit', 'fly', 'study', 'astonishingly', 'narrow', 'sliver', 'life', 'say', 'biologist', 'alejandro', 'sánchez', 'alvarado', 'hop', 'solve', 'old', 'challenging', 'problem', 'science', 'like', 'cancer', 'visually', 'captivate', 'talk', 'alvarado', 'call', 'interrogate', 'unknown', 'show', 'remarkable', 'discovery', 'surface']","['TEDx', 'animals', 'beauty', 'biodiversity', 'biology', 'biomechanics', 'biosphere', 'creativity', 'curiosity', 'discovery', 'education', 'environment', 'exploration', 'illness', 'innovation', 'intelligence', 'life', 'medical research', 'medicine', 'nature', 'neuroscience', 'oceans', 'physiology', 'science']",1059199,43
"Sisonke Msimang: If a story moves you, act on it","Stories are necessary, but they're not as magical as they seem, says writer Sisonke Msimang. In this funny and thoughtful talk, Msimang questions our emphasis on storytelling and spotlights the decline of facts. During a critical time when listening has been confused for action, Msimang asks us to switch off our phones, step away from our screens and step out into the real world to create a plan for justice.","['story', 'necessary', 'magical', 'say', 'writer', 'sisonke', 'msimang', 'funny', 'thoughtful', 'talk', 'msimang', 'question', 'emphasis', 'storytelling', 'spotlight', 'decline', 'fact', 'critical', 'time', 'listening', 'confuse', 'action', 'msimang', 'ask', 'switch', 'phone', 'step', 'away', 'screen', 'step', 'real', 'world', 'create', 'plan', 'justice']","['Africa', 'Internet', 'activism', 'collaboration', 'communication', 'community', 'empathy', 'global issues', 'humanity', 'inequality', 'journalism', 'motivation', 'news', 'personal growth', 'social change', 'society', 'storytelling', 'writing']",1147037,31
